,Gender,Customer Type,Age,Type of Travel,Class,Inflight wifi service,Ease of Online booking,Food and drink,Seat comfort,On-board service,Baggage handling,Checkin service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6209,Male,Loyal Customer,28,Business travel,Business,4,4,4,4,4,3,2,3,60,40,neutral or dissatisfied
6210,Female,Loyal Customer,15,Personal Travel,Eco,3,0,4,4,2,4,3,4,0,0,neutral or dissatisfied
6211,Female,Loyal Customer,9,Business travel,Business,3,5,4,4,3,5,3,4,0,3,satisfied
6212,Female,disloyal Customer,26,Business travel,Eco,3,3,5,1,3,3,1,3,50,69,neutral or dissatisfied
6213,Male,Loyal Customer,28,Personal Travel,Eco,2,2,2,2,5,4,4,4,21,28,neutral or dissatisfied
6214,Male,Loyal Customer,40,Business travel,Business,5,5,1,2,4,5,3,4,4,0,satisfied
6215,Female,Loyal Customer,33,Personal Travel,Eco,2,2,2,2,4,3,5,3,1,0,neutral or dissatisfied
6216,Male,disloyal Customer,39,Business travel,Business,4,4,2,2,4,5,4,4,0,0,satisfied
6217,Female,disloyal Customer,22,Business travel,Eco,3,3,5,2,3,5,3,1,0,8,neutral or dissatisfied
6218,Female,disloyal Customer,19,Business travel,Eco,5,5,4,4,3,4,2,5,0,0,satisfied
6219,Female,Loyal Customer,46,Business travel,Business,1,1,5,4,4,4,4,4,96,86,satisfied
6220,Male,Loyal Customer,43,Business travel,Business,3,3,3,4,5,5,3,5,51,42,satisfied
6221,Female,Loyal Customer,47,Business travel,Business,3,3,5,4,5,5,5,5,4,0,satisfied
6222,Female,Loyal Customer,35,Personal Travel,Eco,2,2,4,4,4,4,1,3,0,0,neutral or dissatisfied
6223,Male,Loyal Customer,12,Personal Travel,Eco,2,2,2,2,1,5,3,1,0,0,neutral or dissatisfied
6224,Male,Loyal Customer,54,Business travel,Eco Plus,5,3,5,5,2,5,1,5,0,4,satisfied
6225,Female,Loyal Customer,24,Business travel,Business,4,4,2,2,3,1,2,2,161,163,satisfied
6226,Male,Loyal Customer,40,Business travel,Business,0,0,2,5,5,5,3,5,0,9,satisfied
6227,Female,Loyal Customer,15,Personal Travel,Eco,2,2,1,1,4,3,2,3,78,71,neutral or dissatisfied
6228,Male,Loyal Customer,70,Personal Travel,Eco,3,3,2,1,2,5,2,5,0,0,neutral or dissatisfied
6229,Male,disloyal Customer,25,Business travel,Eco,5,5,5,5,2,3,2,3,3,0,satisfied
6230,Male,Loyal Customer,16,Personal Travel,Eco,4,4,2,2,4,4,5,4,1,0,satisfied
6231,Male,disloyal Customer,25,Business travel,Business,4,4,4,4,4,3,1,3,5,0,neutral or dissatisfied
6232,Male,Loyal Customer,24,Business travel,Business,5,5,4,4,4,5,5,5,0,0,satisfied
6233,Male,Loyal Customer,46,Business travel,Business,5,5,5,4,5,5,4,5,64,47,satisfied
6234,Male,disloyal Customer,20,Business travel,Eco,3,3,3,3,4,2,1,1,48,29,neutral or dissatisfied
6235,Male,Loyal Customer,59,Business travel,Eco,1,3,1,1,2,4,3,3,65,59,neutral or dissatisfied
6236,Male,Loyal Customer,24,Personal Travel,Eco,1,0,1,1,4,5,5,4,0,0,neutral or dissatisfied
6237,Male,Loyal Customer,49,Personal Travel,Eco,2,2,1,1,5,3,1,2,0,0,neutral or dissatisfied
6238,Female,Loyal Customer,56,Business travel,Business,0,0,2,2,5,5,4,5,0,0,satisfied
6239,Female,Loyal Customer,49,Personal Travel,Eco,4,4,2,4,4,2,1,4,52,36,neutral or dissatisfied
6240,Female,Loyal Customer,60,Personal Travel,Eco,3,3,3,5,3,3,4,3,16,0,neutral or dissatisfied
6241,Male,Loyal Customer,48,Business travel,Eco,2,4,2,2,3,3,4,4,0,0,neutral or dissatisfied
6242,Female,disloyal Customer,49,Business travel,Business,3,2,5,5,3,5,5,5,5,0,neutral or dissatisfied
6243,Female,Loyal Customer,36,Business travel,Eco,5,4,5,5,5,1,1,1,16,0,satisfied
6244,Male,Loyal Customer,15,Personal Travel,Eco,0,0,5,5,3,4,5,4,0,0,satisfied
6245,Male,Loyal Customer,41,Personal Travel,Eco,4,4,1,1,5,5,5,5,0,0,neutral or dissatisfied
6246,Male,Loyal Customer,62,Personal Travel,Eco,2,2,3,3,2,4,2,4,20,22,neutral or dissatisfied
6247,Male,Loyal Customer,28,Personal Travel,Eco,3,0,2,1,3,4,4,4,0,0,neutral or dissatisfied
6248,Male,Loyal Customer,51,Personal Travel,Eco,3,4,3,3,4,4,1,3,0,12,neutral or dissatisfied
6249,Female,Loyal Customer,45,Business travel,Business,4,4,5,5,4,4,5,4,1,3,satisfied
6250,Male,Loyal Customer,66,Business travel,Business,2,2,2,4,2,2,3,2,0,0,neutral or dissatisfied
6251,Male,Loyal Customer,55,Business travel,Business,1,1,4,5,4,4,5,4,0,1,satisfied
6252,Female,Loyal Customer,38,Personal Travel,Eco,2,2,1,5,2,4,1,3,52,40,neutral or dissatisfied
6253,Female,disloyal Customer,22,Business travel,Business,5,5,5,5,3,5,3,5,0,0,satisfied
6254,Male,disloyal Customer,23,Business travel,Business,5,5,2,2,5,5,4,4,0,0,satisfied
6255,Male,Loyal Customer,68,Personal Travel,Eco,4,4,4,4,3,4,4,4,0,1,neutral or dissatisfied
6256,Female,Loyal Customer,47,Business travel,Eco Plus,3,3,5,1,3,3,1,3,15,5,satisfied
6257,Female,disloyal Customer,27,Business travel,Eco,3,3,2,2,1,4,4,3,0,0,neutral or dissatisfied
6258,Female,disloyal Customer,23,Business travel,Eco,2,2,5,5,2,3,3,4,0,0,neutral or dissatisfied
6259,Male,Loyal Customer,34,Business travel,Business,5,5,4,2,4,4,4,4,10,2,satisfied
6260,Male,Loyal Customer,11,Personal Travel,Eco,2,3,5,5,3,5,5,5,5,16,neutral or dissatisfied
6261,Male,disloyal Customer,39,Business travel,Business,5,5,4,4,4,4,4,5,0,0,satisfied
6262,Male,Loyal Customer,31,Business travel,Business,3,3,4,4,2,1,3,5,0,9,satisfied
6263,Male,Loyal Customer,53,Business travel,Business,1,4,1,3,1,1,4,1,0,0,neutral or dissatisfied
6264,Female,Loyal Customer,65,Personal Travel,Eco,4,4,4,4,5,5,3,5,58,51,neutral or dissatisfied
6265,Female,Loyal Customer,46,Personal Travel,Eco,3,3,3,5,4,4,5,4,31,27,neutral or dissatisfied
6266,Male,Loyal Customer,47,Personal Travel,Eco,4,4,3,3,3,4,3,4,0,0,satisfied
6267,Female,Loyal Customer,12,Personal Travel,Eco,2,2,3,3,5,5,3,5,0,7,neutral or dissatisfied
6268,Male,disloyal Customer,49,Business travel,Business,5,5,4,4,5,4,4,4,5,0,satisfied
6269,Female,disloyal Customer,21,Business travel,Eco,2,2,1,1,3,5,3,5,0,0,neutral or dissatisfied
6270,Female,disloyal Customer,26,Business travel,Eco,3,3,2,2,2,3,1,3,5,19,neutral or dissatisfied
6271,Male,Loyal Customer,16,Personal Travel,Eco,3,3,2,2,3,4,5,4,0,0,neutral or dissatisfied
6272,Male,Loyal Customer,13,Personal Travel,Eco,3,3,3,3,3,4,4,4,8,0,neutral or dissatisfied
6273,Male,Loyal Customer,49,Business travel,Business,5,5,2,4,4,4,4,4,0,4,satisfied
6274,Female,Loyal Customer,52,Business travel,Business,4,4,3,2,5,5,5,5,0,4,satisfied
6275,Male,Loyal Customer,58,Business travel,Business,0,0,3,5,3,4,5,3,0,5,satisfied
6276,Male,Loyal Customer,34,Business travel,Business,5,5,5,5,4,4,5,4,28,5,satisfied
6277,Male,Loyal Customer,50,Personal Travel,Eco,4,4,5,5,3,3,2,3,0,0,neutral or dissatisfied
6278,Female,Loyal Customer,42,Business travel,Business,2,3,3,5,3,3,4,3,15,17,satisfied
6279,Male,Loyal Customer,35,Business travel,Business,3,3,3,3,4,3,3,1,384,401,neutral or dissatisfied
6280,Female,Loyal Customer,31,Business travel,Eco,4,2,4,4,3,2,3,5,0,0,satisfied
6281,Male,Loyal Customer,21,Personal Travel,Eco Plus,3,3,1,1,2,5,2,5,1,0,neutral or dissatisfied
6282,Female,Loyal Customer,45,Business travel,Eco,4,1,1,5,5,5,1,5,10,0,satisfied
6283,Male,disloyal Customer,38,Business travel,Eco Plus,1,1,1,1,2,5,2,3,0,0,neutral or dissatisfied
6284,Male,Loyal Customer,70,Personal Travel,Eco,2,2,4,4,4,4,5,4,0,0,neutral or dissatisfied
6285,Female,Loyal Customer,17,Personal Travel,Eco Plus,3,3,5,5,3,5,4,4,0,0,neutral or dissatisfied
6286,Female,Loyal Customer,22,Personal Travel,Eco,4,3,2,2,4,3,2,2,0,0,neutral or dissatisfied
6287,Female,Loyal Customer,59,Business travel,Business,2,2,5,4,2,2,3,2,6,3,neutral or dissatisfied
6288,Male,Loyal Customer,20,Business travel,Eco Plus,5,3,5,5,1,3,3,2,0,0,satisfied
6289,Male,Loyal Customer,70,Personal Travel,Eco,1,1,5,5,4,4,4,3,0,22,neutral or dissatisfied
6290,Male,Loyal Customer,14,Personal Travel,Eco,2,2,4,4,3,2,4,4,1,2,neutral or dissatisfied
6291,Male,Loyal Customer,55,Business travel,Business,5,5,4,4,5,5,3,5,0,0,satisfied
6292,Male,disloyal Customer,23,Business travel,Business,5,5,5,3,3,2,3,4,0,0,satisfied
6293,Female,Loyal Customer,49,Personal Travel,Eco,1,3,2,5,3,3,5,3,9,16,neutral or dissatisfied
6294,Female,Loyal Customer,60,Business travel,Business,4,4,2,4,4,4,4,4,0,0,satisfied
6295,Female,Loyal Customer,51,Business travel,Business,5,5,2,5,4,4,3,4,0,0,satisfied
6296,Male,Loyal Customer,46,Business travel,Business,2,3,5,4,2,2,4,2,40,31,neutral or dissatisfied
6297,Female,Loyal Customer,53,Business travel,Business,1,1,3,4,4,4,5,4,0,0,satisfied
6298,Female,disloyal Customer,19,Business travel,Eco,3,3,4,4,4,2,2,1,0,0,neutral or dissatisfied
6299,Female,disloyal Customer,30,Business travel,Eco,2,3,1,1,3,3,1,2,6,1,neutral or dissatisfied
6300,Female,Loyal Customer,51,Personal Travel,Eco,2,2,4,5,5,5,3,5,0,1,neutral or dissatisfied
6301,Male,Loyal Customer,27,Business travel,Business,5,5,4,4,5,5,3,5,27,22,satisfied
6302,Female,Loyal Customer,9,Personal Travel,Eco,0,0,3,3,1,2,3,3,0,0,satisfied
6303,Male,Loyal Customer,60,Personal Travel,Eco,3,3,1,1,3,5,4,5,0,0,neutral or dissatisfied
6304,Male,Loyal Customer,50,Business travel,Eco,4,3,4,4,2,4,5,2,0,0,satisfied
6305,Female,Loyal Customer,58,Business travel,Business,1,1,5,4,2,2,3,2,0,0,satisfied
6306,Female,Loyal Customer,60,Personal Travel,Eco,1,1,4,5,5,5,5,5,0,0,neutral or dissatisfied
6307,Male,disloyal Customer,46,Business travel,Business,1,0,2,4,3,4,4,5,87,92,neutral or dissatisfied
6308,Female,Loyal Customer,60,Personal Travel,Eco Plus,1,1,1,4,1,3,4,4,0,0,neutral or dissatisfied
6309,Female,Loyal Customer,31,Personal Travel,Business,1,1,1,1,3,5,4,4,5,0,neutral or dissatisfied
6310,Female,disloyal Customer,27,Business travel,Business,4,4,4,4,5,5,4,5,1,0,satisfied
6311,Female,Loyal Customer,49,Personal Travel,Eco,2,2,5,5,2,2,4,2,0,3,neutral or dissatisfied
6312,Female,Loyal Customer,48,Personal Travel,Eco,3,3,4,5,2,1,5,2,0,0,neutral or dissatisfied
6313,Male,disloyal Customer,25,Business travel,Business,3,3,2,2,5,4,4,5,7,2,neutral or dissatisfied
6314,Male,Loyal Customer,45,Business travel,Business,2,2,3,4,5,5,5,5,0,0,satisfied
6315,Female,Loyal Customer,39,Business travel,Eco,2,5,2,2,2,3,1,4,3,8,neutral or dissatisfied
6316,Female,disloyal Customer,22,Business travel,Eco,4,4,3,3,2,4,4,5,0,0,satisfied
6317,Female,disloyal Customer,34,Business travel,Eco,2,2,5,5,1,3,1,3,0,0,neutral or dissatisfied
6318,Male,disloyal Customer,46,Business travel,Business,2,1,3,2,5,4,3,4,62,96,neutral or dissatisfied
6319,Male,Loyal Customer,51,Business travel,Business,5,5,3,2,4,4,2,4,8,8,satisfied
6320,Female,Loyal Customer,26,Personal Travel,Eco,5,5,1,1,3,5,4,5,0,0,satisfied
6321,Female,Loyal Customer,37,Business travel,Eco Plus,4,4,4,4,1,4,3,3,0,0,neutral or dissatisfied
6322,Male,Loyal Customer,19,Personal Travel,Eco,4,4,1,1,4,3,4,5,0,3,neutral or dissatisfied
6323,Female,Loyal Customer,48,Business travel,Business,3,3,3,5,4,4,3,4,0,0,satisfied
6324,Female,disloyal Customer,48,Business travel,Business,2,2,3,3,3,4,4,5,7,27,neutral or dissatisfied
6325,Male,Loyal Customer,37,Business travel,Business,4,4,4,5,4,4,3,4,40,35,satisfied
6326,Male,Loyal Customer,49,Business travel,Business,2,2,4,2,4,4,1,4,6,0,satisfied
6327,Male,disloyal Customer,25,Business travel,Business,2,2,4,3,2,3,3,3,3,11,neutral or dissatisfied
6328,Female,Loyal Customer,26,Personal Travel,Eco,2,2,2,2,3,4,5,5,0,0,neutral or dissatisfied
6329,Female,Loyal Customer,8,Business travel,Business,1,3,1,1,4,4,1,2,0,12,neutral or dissatisfied
6330,Female,Loyal Customer,27,Business travel,Business,5,5,5,5,3,3,3,5,12,4,satisfied
6331,Female,Loyal Customer,42,Business travel,Business,0,0,5,5,4,4,5,4,31,21,satisfied
6332,Male,Loyal Customer,64,Personal Travel,Eco,2,2,4,4,4,5,5,4,0,0,neutral or dissatisfied
6333,Male,Loyal Customer,46,Business travel,Business,1,4,1,3,4,3,1,4,0,0,satisfied
6334,Male,Loyal Customer,42,Business travel,Business,2,2,4,1,4,4,4,4,0,0,satisfied
6335,Female,Loyal Customer,59,Personal Travel,Eco,1,1,5,5,1,1,3,1,0,0,neutral or dissatisfied
6336,Male,Loyal Customer,26,Business travel,Business,2,2,5,5,3,5,5,4,0,0,satisfied
6337,Male,Loyal Customer,11,Personal Travel,Eco,4,4,5,5,3,4,4,4,42,57,neutral or dissatisfied
6338,Female,Loyal Customer,41,Business travel,Eco,5,1,5,5,2,4,4,5,0,0,satisfied
6339,Female,Loyal Customer,34,Personal Travel,Eco,3,3,1,2,3,4,5,4,0,0,neutral or dissatisfied
6340,Male,disloyal Customer,16,Business travel,Eco,2,2,1,1,1,4,1,3,126,120,neutral or dissatisfied
6341,Female,disloyal Customer,29,Business travel,Eco,1,1,1,5,1,3,2,3,35,28,neutral or dissatisfied
6342,Male,Loyal Customer,59,Business travel,Business,5,5,3,4,4,4,3,4,33,83,satisfied
6343,Female,Loyal Customer,61,Business travel,Business,1,5,5,4,1,1,3,1,0,0,neutral or dissatisfied
6344,Female,Loyal Customer,35,Business travel,Business,4,4,3,5,4,4,4,4,0,0,satisfied
6345,Male,Loyal Customer,53,Business travel,Business,1,1,2,4,5,5,4,5,0,0,satisfied
6346,Female,Loyal Customer,10,Personal Travel,Eco,1,1,5,5,3,1,1,4,0,0,neutral or dissatisfied
6347,Female,Loyal Customer,67,Personal Travel,Eco,1,1,3,3,2,2,4,2,15,3,neutral or dissatisfied
6348,Female,Loyal Customer,49,Business travel,Business,4,4,3,5,5,5,5,5,0,11,satisfied
6349,Male,Loyal Customer,40,Business travel,Business,1,1,3,4,5,5,3,5,3,3,satisfied
6350,Female,Loyal Customer,60,Personal Travel,Eco,3,3,5,4,2,2,3,2,78,68,neutral or dissatisfied
6351,Female,Loyal Customer,8,Personal Travel,Eco,3,3,1,1,5,4,5,4,17,15,neutral or dissatisfied
6352,Male,disloyal Customer,23,Business travel,Eco,4,4,4,1,3,5,1,5,167,159,satisfied
6353,Male,Loyal Customer,58,Business travel,Business,5,3,2,5,5,5,4,5,57,48,satisfied
6354,Female,Loyal Customer,56,Personal Travel,Eco,1,1,3,4,5,4,3,5,0,0,neutral or dissatisfied
6355,Male,Loyal Customer,53,Personal Travel,Eco,4,4,5,5,3,4,3,4,0,6,neutral or dissatisfied
6356,Male,disloyal Customer,35,Business travel,Business,2,2,2,2,5,4,5,5,0,0,neutral or dissatisfied
6357,Female,Loyal Customer,55,Business travel,Eco Plus,2,2,5,4,2,2,3,2,1,0,neutral or dissatisfied
6358,Female,Loyal Customer,40,Business travel,Business,1,3,2,4,4,4,5,4,0,0,satisfied
6359,Female,Loyal Customer,31,Personal Travel,Eco,2,2,5,5,5,4,3,4,0,0,neutral or dissatisfied
6360,Female,Loyal Customer,59,Personal Travel,Eco,2,3,5,2,1,1,1,1,76,59,neutral or dissatisfied
6361,Female,Loyal Customer,24,Personal Travel,Eco,5,5,1,1,5,4,4,4,0,0,satisfied
6362,Female,Loyal Customer,68,Personal Travel,Eco Plus,1,1,5,4,2,2,3,2,0,0,neutral or dissatisfied
6363,Female,Loyal Customer,8,Personal Travel,Eco,1,1,2,2,3,5,5,5,0,5,neutral or dissatisfied
6364,Female,Loyal Customer,22,Business travel,Eco,4,4,4,4,5,2,1,5,0,0,satisfied
6365,Male,Loyal Customer,8,Personal Travel,Eco,4,4,4,5,4,5,5,5,26,24,neutral or dissatisfied
6366,Male,Loyal Customer,33,Personal Travel,Eco,1,1,2,2,2,1,1,2,0,0,neutral or dissatisfied
6367,Male,Loyal Customer,22,Business travel,Business,4,4,3,3,4,4,3,4,0,0,satisfied
6368,Female,Loyal Customer,43,Business travel,Business,4,5,2,4,4,4,3,4,1,0,satisfied
6369,Female,Loyal Customer,48,Business travel,Business,2,2,3,5,4,4,5,4,2,3,satisfied
6370,Male,Loyal Customer,38,Personal Travel,Eco Plus,3,4,5,5,1,3,4,4,2,0,neutral or dissatisfied
6371,Male,Loyal Customer,52,Business travel,Business,3,3,4,5,4,4,4,4,0,0,satisfied
6372,Female,Loyal Customer,54,Business travel,Business,3,3,5,4,5,4,4,5,0,0,satisfied
6373,Female,disloyal Customer,23,Business travel,Eco,2,2,4,4,4,4,5,2,1,0,neutral or dissatisfied
6374,Male,Loyal Customer,64,Business travel,Business,3,5,4,2,3,3,2,3,68,61,neutral or dissatisfied
6375,Female,disloyal Customer,69,Business travel,Business,4,4,1,1,4,4,4,5,36,28,neutral or dissatisfied
6376,Male,Loyal Customer,54,Business travel,Business,3,2,5,3,3,3,2,3,0,0,neutral or dissatisfied
6377,Male,Loyal Customer,50,Business travel,Business,3,3,4,5,3,3,3,3,0,0,satisfied
6378,Female,disloyal Customer,37,Business travel,Business,2,2,1,1,4,4,5,4,85,,neutral or dissatisfied
6379,Female,Loyal Customer,40,Business travel,Business,5,5,2,4,4,4,3,4,2,0,satisfied
6380,Female,Loyal Customer,15,Personal Travel,Business,3,4,4,4,1,5,2,4,0,0,neutral or dissatisfied
6381,Female,Loyal Customer,41,Business travel,Eco,4,1,4,4,3,5,5,3,0,0,satisfied
6382,Female,Loyal Customer,43,Business travel,Business,5,5,5,2,4,4,4,4,0,0,satisfied
6383,Female,Loyal Customer,53,Personal Travel,Eco,1,1,4,4,1,1,3,1,0,0,neutral or dissatisfied
6384,Female,Loyal Customer,54,Business travel,Business,4,4,4,5,5,5,4,5,18,10,satisfied
6385,Male,disloyal Customer,38,Business travel,Eco,3,3,5,5,2,4,3,4,0,0,neutral or dissatisfied
6386,Female,disloyal Customer,22,Business travel,Eco,4,4,5,5,4,1,3,4,0,13,satisfied
6387,Female,Loyal Customer,23,Business travel,Business,2,2,5,5,5,3,4,2,0,0,satisfied
6388,Male,Loyal Customer,47,Business travel,Business,5,5,2,4,3,3,5,3,22,11,satisfied
6389,Male,Loyal Customer,59,Business travel,Business,2,2,4,4,4,5,4,4,9,0,satisfied
6390,Male,Loyal Customer,35,Business travel,Business,2,3,1,3,2,2,1,2,0,0,neutral or dissatisfied
6391,Male,Loyal Customer,60,Business travel,Business,4,4,5,4,4,4,3,4,0,0,satisfied
6392,Male,Loyal Customer,61,Business travel,Business,1,1,3,5,5,5,3,5,0,5,satisfied
6393,Female,Loyal Customer,71,Business travel,Eco,1,0,3,1,1,1,2,1,0,0,neutral or dissatisfied
6394,Female,Loyal Customer,27,Business travel,Business,4,4,5,5,5,5,4,2,51,40,satisfied
6395,Female,Loyal Customer,16,Personal Travel,Business,2,2,2,3,3,5,4,5,10,0,neutral or dissatisfied
6396,Female,disloyal Customer,23,Business travel,Eco,0,1,2,5,5,5,3,5,0,0,satisfied
6397,Female,Loyal Customer,60,Business travel,Business,2,2,4,5,5,5,5,5,35,28,satisfied
6398,Male,Loyal Customer,30,Business travel,Business,2,5,4,5,4,5,1,5,0,0,satisfied
6399,Female,Loyal Customer,62,Personal Travel,Eco,2,2,5,5,4,4,1,4,0,0,neutral or dissatisfied
6400,Male,Loyal Customer,60,Business travel,Business,5,5,4,5,5,5,4,5,19,30,satisfied
6401,Male,Loyal Customer,49,Personal Travel,Eco,3,3,5,5,1,3,3,3,0,0,neutral or dissatisfied
6402,Female,disloyal Customer,26,Business travel,Business,3,3,1,1,4,4,3,5,0,0,neutral or dissatisfied
6403,Male,disloyal Customer,11,Business travel,Eco,2,2,2,3,3,2,4,3,49,49,neutral or dissatisfied
6404,Male,Loyal Customer,45,Business travel,Business,3,5,3,4,3,3,1,3,53,56,neutral or dissatisfied
6405,Female,disloyal Customer,29,Business travel,Eco,2,2,5,5,3,1,3,4,0,0,neutral or dissatisfied
6406,Female,Loyal Customer,52,Business travel,Eco,4,4,4,4,5,3,4,1,294,280,neutral or dissatisfied
6407,Female,Loyal Customer,46,Business travel,Business,2,3,5,5,4,5,5,5,76,181,satisfied
6408,Female,Loyal Customer,47,Business travel,Eco,5,3,2,5,5,5,2,5,0,0,satisfied
6409,Female,Loyal Customer,43,Personal Travel,Eco,2,2,2,5,2,2,5,2,0,0,neutral or dissatisfied
6410,Female,Loyal Customer,10,Personal Travel,Eco Plus,4,4,4,4,4,4,4,3,11,0,neutral or dissatisfied
6411,Female,Loyal Customer,66,Personal Travel,Eco,1,1,1,2,4,4,2,3,148,138,neutral or dissatisfied
6412,Female,Loyal Customer,47,Personal Travel,Eco,3,3,4,4,2,2,5,2,20,17,neutral or dissatisfied
6413,Female,Loyal Customer,56,Business travel,Business,2,3,1,4,2,2,2,2,0,8,neutral or dissatisfied
6414,Female,Loyal Customer,31,Business travel,Business,3,3,5,5,1,5,1,4,0,0,satisfied
6415,Male,disloyal Customer,11,Business travel,Eco,1,0,1,1,3,4,3,4,1,0,neutral or dissatisfied
6416,Female,Loyal Customer,8,Business travel,Business,2,2,4,4,4,4,5,4,0,4,satisfied
6417,Male,Loyal Customer,63,Personal Travel,Eco Plus,2,2,3,3,5,5,4,4,52,35,neutral or dissatisfied
6418,Male,Loyal Customer,59,Business travel,Business,1,5,3,5,4,4,3,4,6,0,satisfied
6419,Female,Loyal Customer,44,Personal Travel,Eco,1,1,4,3,4,4,3,4,51,,neutral or dissatisfied
6420,Male,Loyal Customer,37,Business travel,Business,1,1,3,4,3,3,4,3,10,14,satisfied
6421,Female,Loyal Customer,36,Business travel,Business,5,3,5,2,5,5,4,5,0,0,satisfied
6422,Female,Loyal Customer,24,Business travel,Business,0,0,1,1,3,4,4,5,32,25,satisfied
6423,Male,Loyal Customer,49,Business travel,Eco,4,3,4,4,1,2,4,5,10,0,satisfied
6424,Female,Loyal Customer,52,Business travel,Business,2,3,1,4,2,2,1,2,0,19,neutral or dissatisfied
6425,Female,Loyal Customer,36,Business travel,Business,4,4,4,5,5,5,3,5,23,12,satisfied
6426,Female,Loyal Customer,66,Personal Travel,Eco,1,1,1,3,4,1,2,4,65,56,neutral or dissatisfied
6427,Male,Loyal Customer,27,Business travel,Eco,0,1,5,5,3,3,5,3,0,0,satisfied
6428,Female,Loyal Customer,9,Personal Travel,Eco,2,2,1,1,1,3,2,4,2,0,neutral or dissatisfied
6429,Female,Loyal Customer,38,Personal Travel,Eco,3,3,5,5,5,5,5,5,38,47,neutral or dissatisfied
6430,Female,Loyal Customer,17,Personal Travel,Eco,4,4,1,1,2,2,3,4,0,0,satisfied
6431,Female,disloyal Customer,25,Business travel,Business,4,4,2,2,4,5,5,4,5,0,satisfied
6432,Female,Loyal Customer,36,Business travel,Business,1,1,2,4,4,4,5,4,0,0,satisfied
6433,Male,Loyal Customer,18,Personal Travel,Eco,2,2,1,1,5,4,4,4,0,2,neutral or dissatisfied
6434,Male,Loyal Customer,46,Business travel,Business,2,1,3,3,2,2,3,2,16,12,neutral or dissatisfied
6435,Female,Loyal Customer,32,Business travel,Eco,3,2,3,3,2,3,3,3,0,0,neutral or dissatisfied
6436,Male,Loyal Customer,20,Personal Travel,Eco,3,3,3,3,3,2,4,4,0,0,neutral or dissatisfied
6437,Female,Loyal Customer,47,Personal Travel,Eco,2,2,5,4,5,5,5,5,0,0,neutral or dissatisfied
6438,Female,disloyal Customer,27,Business travel,Eco,3,3,5,5,4,3,1,4,0,13,neutral or dissatisfied
6439,Female,Loyal Customer,23,Business travel,Business,3,3,4,4,3,5,3,4,14,0,satisfied
6440,Female,Loyal Customer,56,Business travel,Business,3,4,4,4,3,3,4,3,0,0,neutral or dissatisfied
6441,Female,Loyal Customer,45,Personal Travel,Eco,3,3,4,2,4,4,1,4,4,0,neutral or dissatisfied
